From,To,length(in meters)
17589,17590,1.528
18091,17877,45.708
17825,17877,5.243
18678,18418,13.31
18418,18417,5.847
17740,17774,10.902
18107,18106,10.756
18106,18237,9.774
18803,18814,32.763
18814,18812,37.428
18812,18583,10.186
18386,18384,4.069
18249,18226,1.759
18061,18226,11.934
18225,18226,4.533
18226,18227,3.073
18794,18236,28.646
17676,18236,48.937
18227,18236,41.711
14708,14883,9.448
16734,16768,5.529
17257,17466,15.115
17186,17128,5.169
17618,17652,4.472
17811,17652,17.113
16174,16188,6.183
19315,19232,6.349
19232,19233,13.442
19069,19073,23.638
19359,19416,4.594
19085,19072,90.041
20090,20121,6.881
20202,20205,6.881
19066,19517,31.713
19525,19517,18.015
20233,20087,9.041
19592,19591,3.817
19517,19591,5.616
20081,19591,31.806
19640,19641,5.885
18101,18108,5.688
18110,18108,20.458
18992,19084,7.528
19087,19084,10.138
19082,19084,8.476
17767,17764,16.651
17764,17864,8.018
17864,17857,26.934
17857,17890,3.828
17789,17768,1.851
17789,17902,13.648
17390,17484,9.278
17768,17501,34.182
17484,17501,1.845
17924,17982,8.02
17902,17982,11.158
17982,18043,8.328
15059,15093,7.306
15093,15265,13.366
15900,15726,9.475
15726,15514,12.423
15512,15705,11.853
16174,16156,6.238
15514,15516,39.351
15516,15754,13.766
15705,15701,25.068
15701,15667,2.057
15512,15513,17.318
15516,15513,9.046
15513,15376,8.407
15154,15344,15.336
15235,15344,22.734
15514,15344,10.508
15235,15150,17.727
15093,15150,11.703
18911,18906,1.725
18900,18906,4.176
13582,14381,55.596
14516,14381,8.44
396,422,10.91
508,422,48.577
508,573,39.331
656,573,42.432
2790,2828,10.841
2870,2828,7.352
2665,2694,6.673
2716,2694,6.092
2418,2394,4.832
2325,2367,11.369
2394,2367,5.696
2596,2631,7.665
2653,2631,4.221
2324,2638,156.734
2646,2638,7.762
2646,2620,5.214
2602,2620,5.674
2589,2549,21.038
2500,2549,25.198
2500,2457,20.867
2257,2352,47.028
2457,2352,51.067
2257,2232,16.572
2193,2208,10.411
2232,2208,12.298
2128,2170,16.682
2188,2170,11.946
1634,1617,8.511
2128,2117,3.741
2102,2103,4.479
2117,2103,4.642
2102,2109,4.857
2119,2126,2.034
2162,2126,12.666
2109,2126,6.541
2066,2062,3.414
1960,2062,63.324
2053,2062,2.09
2020,2040,4.057
2053,2040,3.181
1997,2005,5.2
2020,2005,3.721
1997,1985,8.084
1985,1973,12.181
1973,1951,12.102
1951,1943,10.441
1915,1927,6.985
1943,1927,8.786
1896,1900,8.193
1908,1900,10.825
1896,1881,8.039
1871,1881,7.833
1871,1853,8.23
1849,1853,5.99
1849,1841,8.489
1825,1841,8.856
1791,1807,8.256
1825,1807,11.251
1791,1782,6.137
1774,1782,6.263
1770,1764,5.941
1759,1764,5.418
1759,1752,5.353
1745,1748,4.628
1752,1748,5.454
1745,1737,5.161
1732,1737,3.933
1732,1725,6.92
1715,1722,5.327
1725,1722,4.53
10300,10318,5.727
10719,10783,6.175
10820,10783,3.63
10628,10655,2.677
10719,10737,2.363
10719,10682,5.079
10641,10595,5.132
10515,10461,5.713
10272,10286,3.436
10300,10286,2.765
10249,10264,4.324
10628,10602,3.46
18408,18423,20.849
18425,18423,6.224
12647,12752,15.33
12752,12769,8.172
12769,12747,17.245
12747,12756,29.997
12832,12759,4.274
12546,12759,10.141
12756,12759,15.25
12759,12757,13.53
12651,12643,25.714
12548,12643,17.751
12757,12643,17.956
21264,21085,8.384
17401,17369,4.366
17219,17227,7.184
17130,17227,5.974
17227,17372,8.372
16874,16872,27.378
16874,16955,5.115
17130,16955,10.635
16685,16956,22.562
16680,16644,4.396
16644,16639,18.513
16639,16692,6.006
16692,16693,24.247
16685,16533,13.166
16533,16383,18.027
15722,16198,29.7
16533,16198,29.69
16383,16198,18.797
15769,15711,3.054
15663,15711,3.5
15711,15973,24.387
15460,15044,62.694
14888,15004,6.838
15044,15004,3.127
15004,14977,2.299
14977,14893,5.971
14627,14717,10.795
18825,18854,277.16
18315,18177,11.782
17974,17900,7.502
18177,18103,6.223
17974,18103,11.509
18428,18103,27.908
18103,17846,33.901
17311,17213,9.101
17160,17213,2.805
17863,17954,8.632
17585,17512,6.773
16911,16912,3.131
17516,17264,17.918
16911,17264,24.834
16911,16915,17.617
17264,16915,22.254
16898,16877,28.944
16915,16918,49.578
16886,16928,2.274
17846,16928,66.196
17213,17195,2.472
16909,16883,10.576
16886,16883,15.202
17880,17230,50.861
17171,17230,2.736
17213,17230,40.664
6862,6967,11.275
7541,7524,12.087
7515,7524,8.544
6195,6142,3.672
6142,6095,3.711
7219,7380,19.099
7219,6981,19.609
6095,6071,3.522
6048,6071,4.569
7031,7034,8.64
6117,6244,8.585
6967,6971,8.704
6979,6971,12.762
7034,7047,3.716
6971,7047,6.204
7448,7464,15.343
7524,7464,9.414
6247,6268,2.357
7484,7391,13.563
7484,7431,5.067
6455,6573,12.267
7047,7103,5.255
7484,7502,4.443
7507,7502,5.795
7391,7399,7.565
6573,6661,10.783
6710,6681,3.27
6971,6724,26.476
6661,6724,6.265
6710,6724,4.097
6244,6487,24.264
6681,6487,22.083
7514,7487,6.23
7464,7487,17.902
7391,7300,13.312
7431,7300,13.779
7209,7300,11.458
6268,6308,3.678
7495,7639,19.884
7729,7639,45.88
7359,7482,13.496
7752,7775,10.527
7857,7775,18.138
7662,7538,39.357
7482,7538,11.695
7752,7711,32.117
7941,7915,5.34
7857,7915,7.049
7729,7697,9.31
7662,7697,6.091
7711,7697,7.943
8052,8023,4.99
7927,7875,6.517
7850,7875,5.491
7775,7875,46.338
7941,7987,13.456
8023,7987,5.284
8316,8247,16.489
8316,8400,12.54
8577,8400,13.966
8577,8409,12.467
8409,8351,8.955
8280,8318,24.304
8351,8318,7.574
9402,9466,8.459
9515,9466,7.272
7541,7557,11.297
7563,7557,5.843
12845,12851,20.405
12853,12851,14.158
23221,23226,10.791
23230,23226,26.947
22969,22826,13.922
22324,22826,76.269
23226,22826,41.599
20215,20276,6.784
20215,20017,17.628
19995,19882,7.173
20017,19872,8.651
2983,3039,10.967
2512,3039,257.103
3334,3491,50.354
3334,3267,14.002
3267,3296,15.129
3039,3181,22.956
3267,3181,14.306
3834,3980,23.122
4062,3980,18.871
3980,3990,11.902
3990,3991,12.984
14234,14612,19.427
14756,14612,7.795
16894,17023,8.886
16059,16058,7.209
16107,16058,5.605
16107,16358,38.169
16376,16628,22.05
16688,16628,6.716
16358,16624,57.685
9937,9980,12.925
10056,9980,16.319
9936,9980,7.797
9936,9576,41.145
9576,9863,55.935
9863,10149,77.968
10472,10538,25.608
10563,10538,17.119
10437,10476,16.814
10506,10476,14.777
10538,10476,6.439
10149,10259,46.364
10362,10259,33.825
10476,10259,28.738
4751,5047,27.971
5047,5179,23.88
4751,4691,12.352
4691,4587,17.083
4587,4556,6.265
4556,4485,7.376
4485,4457,4.493
4285,4288,26.675
4288,4300,7.737
4300,4337,6.417
4457,4376,11.069
4337,4376,6.257
6580,6546,5.858
6477,6546,12.669
3055,3132,14.005
3364,3384,16.422
3384,3403,14.091
3403,3395,17.115
3366,3373,5.239
3373,3416,8.772
3416,3462,5.966
3462,3528,6.498
3528,3567,7.078
3567,3553,7.041
3553,3527,5.569
3527,3446,8.809
3395,3385,6.211
3366,3385,19.236
3446,3385,9.169
3403,3469,19.375
3469,3547,12.726
3547,3639,9.768
3639,3739,12.293
3329,3345,9.447
3364,3345,5.39
3547,3429,12.256
3345,3429,10.631
3132,3178,17.216
3178,3790,81.214
3943,3307,80.69
3790,3838,18.003
3178,3228,19.583
3838,3228,81.069
3943,3906,18.69
3838,3906,25.172
3228,3286,24.605
3906,3286,80.897
4042,3875,87.621
3825,3875,18.838
3875,4144,49.057
4132,4087,6.388
4144,4087,19.4
2801,2882,13.974
3038,2882,25.176
3945,3935,7.835
2882,2933,22.838
2980,2933,18.692
3840,3895,19.644
3935,3895,18.335
2933,3895,139.416
3945,3963,5.88
3825,3540,79.993
3963,3849,18.898
4087,4023,12.582
3849,4023,80.028
3540,3709,17.329
3849,3709,17.908
3825,3930,17.367
4023,3930,18.523
3709,3930,80.018
3825,3487,36.094
3487,3331,49.92
3132,3151,3.154
3040,3151,51.253
3331,3254,17.051
3487,3342,18.388
3254,3342,50.355
3040,3134,17.712
3254,3134,19.488
3151,3259,17.706
3342,3259,18.96
3134,3259,50.823
8218,8315,23.094
8646,8315,33.683
8315,8286,14.136
3963,3985,9.584
3985,4546,84.245
4546,4581,17.233
4132,4014,52.619
3985,4014,17.854
4581,4115,65.267
4014,4115,18.876
4285,4211,16.203
4115,4211,34.849
8286,8264,6.399
8052,8221,30.375
8264,8221,7.327
19745,19162,41.97
19297,20925,137.384
20925,20980,4.43
20980,21009,3.117
21009,21020,3.522
19745,21015,111.615
21392,21015,21.34
19155,19153,10.601
21020,21019,10.05
18465,18483,19.745
18484,18483,19.746
18483,17757,54.834
17709,17912,17.129
18391,17718,52.188
17709,17718,17.791
18429,17725,53.567
17718,17725,20.083
18444,17733,54.3
17725,17733,23.099
17563,17558,58.515
17557,17558,15.501
17733,17558,18.298
18462,17738,54.988
17733,17738,19.445
18484,17747,55.742
17757,17747,18.004
17738,17747,19.715
18470,18270,9.986
19850,19862,19.419
19981,20003,2.123
20003,20014,2.453
20014,20011,2.562
19922,19869,2.304
18865,18817,12.626
18641,18817,22.368
17744,17412,34.195
17412,17317,5.859
17100,17123,3.145
17274,17241,30.449
13778,13986,15.82
4790,4349,59.067
4616,4267,47.303
4349,4267,13.678
4267,4205,14.443
4094,4160,10.376
4267,4160,12.969
4205,4160,13.2
3652,4107,66.184
4349,4107,31.88
4160,4107,12.083
4220,4198,5.22
4198,4159,5.108
4159,4123,5.966
4123,4096,4.43
4096,4080,3.829
4220,4219,18.414
4080,4076,19.705
4070,4076,59.105
4219,4076,19.197
4219,4209,42.784
4697,4695,15.814
4695,4305,50.051
4209,4304,12.281
4697,4304,50.314
4305,4304,15.705
4205,4207,7.511
4070,4207,18.805
4209,4207,15.814
3165,3616,60.468
3136,3590,60.923
3603,3606,6.217
3616,3606,21.532
3165,3155,22.048
3606,3155,60.558
3603,3599,15.305
3599,3150,60.656
3590,3593,21.889
3599,3593,22.034
3136,3147,22.86
3150,3147,21.535
3593,3147,60.794
4076,3964,21.465
4070,3950,22.287
3964,3950,59.16
3603,3822,22.566
3964,3822,22.299
3590,3810,22.554
3950,3810,22.32
3822,3810,59.199
3155,3153,3.365
3150,3153,18.895
3017,3019,23.225
3153,3019,23.219
4541,4505,5.39
4505,4496,8.036
4496,4537,5.917
4812,4802,16.985
4537,4802,37.616
4802,4801,20.344
2705,2891,34.638
2889,2891,8.97
3171,2891,46.258
2889,2886,19.874
2886,2680,40.449
2680,2617,11.477
2495,2498,16.615
2617,2498,24.635
2886,2948,10.135
2948,2954,17.898
2954,3157,35.517
2948,3156,36.039
3157,3156,17.88
2498,2444,9.852
2444,2415,7.002
2415,2406,8.873
2406,2404,10.625
2404,2385,4.218
2385,2318,12.826
2383,2354,8.07
2354,2326,8.07
2326,2323,24.628
2323,2144,43.291
2144,2070,11.261
2070,2038,11.429
2038,1993,13.217
1993,1969,9.883
1969,1970,31.624
1969,1968,22.037
1968,1962,7.462
1962,1944,7.371
1944,1916,9.906
1916,1742,65.594
2383,2426,7.28
2426,2453,6.498
2453,2521,12.965
2521,2542,4.191
2542,2580,7.521
2521,2526,8.366
2526,2529,14.266
2529,2577,9.599
2404,2552,29.305
2318,2283,7.005
2248,2283,7.261
2283,2281,55.48
2385,2384,52.366
2383,2384,9.076
2281,2384,19.737
6936,6853,21.612
6853,6815,5.718
6815,6759,5.982
6759,6716,4.635
6716,6627,21.456
3464,3454,2.988
3454,3421,8.98
3421,3370,15.681
3370,3320,9.845
3320,3266,11.996
3266,3184,13.923
3184,3114,9.776
3114,3079,8.791
3079,3067,3.181
3067,3056,7.136
3056,3023,9.687
3023,2991,9.738
2991,2959,5.992
2959,2932,6.574
2932,2941,10.313
2941,2922,11.982
2922,2860,13.658
2860,2835,4.826
2835,2798,6.553
2798,2753,10.389
2753,2738,6.865
2738,2729,5.589
2729,2717,3.002
2717,2683,7.288
2683,2662,6.192
2662,2655,3.181
2655,2650,3.843
2650,2632,6.23
2632,2588,13.999
2588,2566,7.541
2300,2209,20.982
2209,2187,8.415
2187,2148,27.13
2148,2141,17.138
2185,2200,6.301
12336,12354,2.631
15319,15298,4.182
15368,15334,3.644
15363,15364,2.986
15519,15451,4.082
15421,15451,2.497
15519,15556,4.094
16080,15556,33.543
15805,15585,11.915
15538,15585,2.891
15958,16001,2.565
16001,16042,2.679
16222,16120,8.096
16420,16421,8.709
16422,16421,3.982
16681,16432,21.717
16124,16449,29.259
16541,16449,8.216
16458,16488,5.345
16541,16488,8.216
16449,16488,9.752
16387,16507,26.55
16509,16510,1.653
16443,16510,6.236
16612,16510,24.226
16558,16521,4.806
16488,16521,9.472
16612,16490,13.847
16432,16490,8.926
16433,16580,13.106
16580,16583,19.28
16558,16581,4.274
16644,16581,12.082
16539,16641,7.787
16740,16731,77.254
16641,16731,9.253
16683,16745,13.59
16740,16745,9.878
16746,16745,4.931
16746,16749,20.181
16759,16760,6.678
16521,16760,19.677
16731,16771,3.254
16776,16772,71.417
16771,16772,5.711
16781,16778,63.156
16776,16778,11.036
16745,16778,2.995
16790,16769,13.213
16771,16769,27.533
16781,16804,71.908
16806,16804,1.315
16858,16862,34.829
16771,16862,9.086
16866,16863,9.222
16772,16863,9.132
16862,16863,5.596
16871,16870,11.49
16869,16870,6.282
16778,16870,9.317
16862,16884,2.386
16889,16891,4.456
16863,16891,2.576
16884,16891,5.775
16912,16907,25.613
16870,16907,2.379
17111,16952,9.759
16955,16952,6.398
16956,16952,6.766
17098,17110,2.509
17112,17121,3.007
17110,17121,65.262
2163,2238,22.008
2396,2238,33.258
2363,2554,39.021
2554,2535,19.929
2535,2520,20.902
2520,2519,18.151
2519,2497,5.25
2238,2263,20.265
2497,2263,46.391
2363,2331,20.5
2535,2331,40.867
2520,2299,44.859
2263,2299,20.745
2331,2299,21.8
2382,2362,11.254
2362,2361,3.903
2361,2377,6.556
2377,2400,3.889
2400,2434,6.337
2479,2481,6.914
2487,2481,6.893
2434,2481,11.002
2382,2455,39.384
2627,2669,55.692
2669,2630,7.234
2630,2561,13.316
2455,2515,12.706
2627,2515,22.837
2561,2515,60.491
2559,2587,48.784
2587,2501,16.944
2375,2468,17.665
2559,2468,17.262
2501,2468,48.84
2142,2167,49.796
2375,2294,17.102
2316,2294,49.606
2142,2205,18.523
2294,2205,18.692
2167,2233,18.838
2316,2233,18.781
2205,2233,49.693
1938,1904,40.015
1904,1906,5.448
1906,1907,6.914
1918,1917,3.66
1917,1903,17.915
1903,1897,7.535
1897,1836,22.136
1836,1716,46.519
1716,1702,6.112
1702,1693,7.058
1693,1692,6.22
1692,1694,7.263
1763,1769,6.595
1769,1777,4.983
1777,1804,7.553
1804,1826,6.264
1694,1711,21.32
1711,1610,46.949
1836,1812,24.516
1907,1911,7.13
1918,1911,11.998
2030,1911,43.004
2058,2092,27.886
1938,1988,20.409
2058,1988,19.754
1988,2017,26.604
2682,2687,2.047
2682,2679,2.565
2679,2659,4.61
2659,2637,4.611
2637,2605,4.603
2605,2586,4.608
2553,2562,4.401
2562,2581,4.399
2581,2600,4.406
2600,2618,4.405
2618,2642,4.403
2642,2670,4.401
2586,2570,4.619
2570,2555,4.604
2553,2550,4.615
2555,2550,4.611
2670,2681,4.401
2687,2693,4.399
2689,2693,4.401
2562,2539,5.638
2539,2470,12.492
2470,2456,3.424
2456,2421,7.655
2421,2397,6.245
2386,2391,6.781
2391,2409,7.218
2409,2412,6.752
2974,2715,44.816
2461,2715,50.703
2715,2722,115.199
2199,2356,33.789
2435,2356,14.729
2472,2511,9.026
2532,2511,7.827
2532,2540,9.505
2536,2540,10.95
2659,2657,4.651
2652,2657,6.504
2657,2756,22.69
2636,2609,22.634
2570,2543,9.089
2543,2449,58.788
2304,2364,42.887
2397,2395,2.137
2386,2395,5.752
2364,2395,6.339
2449,2372,27.878
2304,2372,27.034
2191,2343,34.148
2355,2343,25.14
2484,2343,27.454
2389,2374,7.488
2356,2374,38.143
2255,2374,24.256
1961,1957,11.759
1955,1920,13.221
1920,1922,42.776
1957,1956,51.071
1955,1956,42.769
1922,1956,12.554
1957,1929,11.145
1929,1813,42.552
1813,1785,8.827
1785,1740,21.095
1913,1930,6.417
1930,1949,11.072
1949,1982,10.227
1982,2011,10.387
2011,2059,10.963
2059,2101,12.289
2101,2155,10.453
2155,2178,11.715
2178,2182,9.674
2182,2181,11.416
2181,2173,9.624
2173,1977,95.673
1977,1963,8.257
1963,1935,12.004
1935,1909,9.42
1909,1883,12.19
1883,1850,9.92
1850,1828,10.102
1828,1809,9.793
1809,1787,12.527
1787,1779,11.14
1747,1784,38.606
1913,1784,99.474
1779,1784,13.312
1568,1534,15.482
1902,1891,61.526
1882,1891,16.778
1891,1852,9.049
1852,1842,8.894
1842,1655,69.211
1756,1667,33.81
1595,1667,36.576
1655,1667,55.394
1981,1980,13.882
2089,2072,3.585
2072,2063,3.575
2063,2055,3.593
2055,2046,3.58
2032,2034,3.582
2046,2034,3.585
2079,2104,3.908
2104,2131,3.902
2131,2147,3.911
2151,2152,1.237
2147,2152,3.904
1976,1978,8.98
1980,1978,81.602
1978,1934,16.437
1934,1936,71.814
1792,1887,28.803
1981,1887,38.122
1887,1888,23.622
1634,1854,186.538
1890,1877,7.818
1854,1877,10.13
1557,1657,52.754
1802,1680,56.165
1585,1680,48.276
1657,1680,17.753
1680,1727,37.912
1727,1879,59.511
1879,1848,18.778
1802,1816,7.664
1877,1816,21.888
1848,1816,14.62
1651,1546,52.494
1406,1402,23.192
1402,1397,17.633
1854,1795,21.913
1802,1795,2.059
1651,1682,24.365
1795,1682,99.869
1682,1526,69.989
1526,1510,9.232
1546,1498,15.546
1406,1498,46.926
1510,1498,9.859
686,652,35.45
623,652,35.892
861,812,27.168
812,813,66.915
861,879,6.772
879,880,20.742
880,881,3.615
881,889,5.683
889,891,40.197
925,986,47.157
1002,986,17.627
986,892,39.843
892,869,11.452
869,485,181.296
544,531,9.759
523,531,9.551
533,531,61.198
544,647,51.366
812,647,65.612
649,647,65.223
8769,8397,32.159
11732,11691,7.239
11050,11158,12.792
11241,11158,6.452
11241,11269,2.346
11691,11269,30.579
12637,12646,46.855
12673,12646,42.236
17292,18032,61.124
18381,18032,23.418
21507,21550,2.818
21578,21550,2.067
22824,22884,5.71
22912,22884,2.71
23222,23220,7.896
23215,23220,19.966
20087,19941,12.874
19746,19941,13.742
20070,20119,3.647
20119,20136,2.047
20119,20120,6.455
20097,20071,1.848
19941,20192,17.658
20192,20357,16.098
20192,20262,9.446
20233,20275,3.236
20262,20275,9.504
20728,20692,3.961
20459,20692,33.57
20357,20404,5.027
20405,20404,10.592
20459,20404,6.961
20275,20401,13.223
20692,20401,31.404
20404,20401,23.541
24491,24489,66.873
24489,24494,4.659
24494,24500,8.802
24500,24547,26.698
24547,24582,13.703
24582,24585,3.839
24585,24583,37.187
24547,24546,4.93
24471,24473,64.561
24474,24473,7.995
24445,24473,17.657
2783,2706,23.161
2783,2749,7.12
2749,2690,13.687
2690,2591,19.087
2591,2513,16.076
2566,2565,20.442
2565,2590,20.935
2590,2755,40.652
2783,2767,28.649
2755,2767,49.911
23197,23084,4.404
22852,22696,20.805
22716,22706,47.578
22706,22887,23.195
22716,22896,23.03
22887,22896,47.383
21375,21373,18.641
21373,21538,6.183
21759,21538,12.165
21676,21656,1.279
21640,21656,0.991
21681,21699,1.404
21699,21717,1.406
21657,21658,7.258
21312,21321,56.823
21657,21634,1.381
21634,21613,1.381
21613,21580,1.373
21580,21566,1.384
21681,21663,1.511
21819,21825,14.747
21827,21825,22.806
18866,18971,4.894
18854,18978,5.727
18215,18523,33.162
18523,18760,11.275
18428,18758,23.069
18758,18745,52.74
17846,18749,59.062
18745,18749,8.447
18866,18767,4.915
17886,17712,15.351
16877,16885,21.196
16884,16885,5.305
18962,19960,68.42
20048,19960,5.96
22585,22688,16.968
21767,21764,9.48
21764,21724,2.458
21724,21564,10.835
21767,21749,1.236
22805,22828,6.141
22828,22798,5.61
22798,22796,57.063
22796,22829,6.064
22829,22979,28.34
22828,22980,29.861
22979,22980,12.91
22980,22981,26.226
23179,23168,45.08
22979,22982,40.944
19882,19558,21.907
19558,19401,13.981
18978,18977,30.238
19401,19400,29.899
19402,19400,30.17
18978,19109,10.286
19402,19109,36.378
19400,19109,20.16
20465,19965,41.845
